Rk_x,Player,Age,Team,Pos,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season,Experience,NumOfAwards,All-Star,AwardWinner,FirstTeam,SecondTeam,ThirdTeam,DefTeam1,DefTeam2,Salary,Guaranteed,2024-25_contract_year,Next_Year_Salary,Next_Year_Guaranteed
276.0,A.J. Green,25.0,MIL,SG,73.0,7.0,22.7,2.5,5.8,0.429,2.1,5.0,0.427,0.4,0.8,0.443,0.612,0.3,0.4,0.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4,,9.2,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,2025,3,0,0,0,0,0,0,0,0,2120693,2120693,0,2301587,0
271.0,AJ Johnson,20.0,WAS,SG,29.0,11.0,22.0,2.8,7.3,0.385,0.8,3.1,0.267,2.0,4.2,0.472,0.441,1.1,1.3,0.865,0.3,1.8,2.0,2.6,0.4,0.1,1.2,1.7,7.6,,7.1,0.48,0.423,0.174,1.3,8.3,4.8,17.1,0.9,0.4,13.2,17.4,-0.5,0.0,-0.4,-0.032,-5.6,-2.5,-8.1,-1.0,2025,1,0,0,0,0,0,0,0,0,2795294,5885774,0,3090480,3090480
98.0,Aaron Gordon,29.0,DEN,PF,51.0,42.0,28.4,5.2,9.7,0.531,1.5,3.4,0.436,3.7,6.4,0.582,0.607,2.8,3.5,0.81,1.6,3.3,4.8,3.2,0.5,0.3,1.4,1.6,14.7,,17.0,0.65,0.346,0.36,6.4,12.1,9.4,15.0,0.8,0.9,11.3,19.0,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,2025,11,0,0,0,0,0,0,0,0,22841455,112197227,0,22841455,89355772
146.0,Aaron Nesmith,25.0,IND,SF,45.0,37.0,25.0,4.3,8.4,0.507,1.9,4.3,0.431,2.4,4.1,0.587,0.617,1.6,1.8,0.913,0.8,3.1,4.0,1.2,0.8,0.4,0.8,2.5,12.0,,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4,2025,5,0,0,0,0,0,0,0,0,11000000,33000000,0,11000000,22000000
147.0,Aaron Wiggins,26.0,OKC,SG,76.0,26.0,22.9,4.7,9.6,0.488,1.7,4.5,0.383,3.0,5.1,0.578,0.577,1.0,1.2,0.831,1.1,2.8,3.9,1.8,0.8,0.2,0.9,1.3,12.0,,16.1,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1.0,8.3,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4,2025,4,0,0,0,0,0,0,0,0,10514017,45000000,0,9672897,34485983
355.0,Adem Bona,21.0,PHI,C,58.0,11.0,15.6,2.3,3.3,0.703,0.0,0.0,0.0,2.3,3.3,0.707,0.703,1.2,1.7,0.67,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,2025,1,0,0,0,0,0,0,0,0,1157153,1157153,0,1955377,0
294.0,Alex Caruso,30.0,OKC,SG,54.0,3.0,19.3,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,6MOY-8,15.9,0.568,0.541,0.162,4.0,12.2,8.2,16.6,4.0,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4.0,1.6,2025,8,1,0,0,0,0,0,0,0,9890000,90986960,0,18102000,81096960
125.0,Alex Sarr,19.0,WAS,C,67.0,67.0,27.1,4.9,12.4,0.394,1.6,5.1,0.308,3.3,7.3,0.454,0.457,1.7,2.5,0.679,1.9,4.6,6.5,2.4,0.7,1.5,1.7,2.2,13.0,ROY-4,12.9,0.482,0.412,0.199,7.1,17.9,12.5,13.9,1.2,5.0,11.2,23.5,-1.6,1.3,-0.3,-0.007,-2.2,-1.0,-3.3,-0.6,2025,1,1,0,0,0,0,0,0,0,11245680,23053920,0,11808240,11808240
56.0,Alperen Şengün,22.0,HOU,C,76.0,76.0,31.5,7.5,15.0,0.496,0.3,1.2,0.233,7.2,13.9,0.519,0.505,3.9,5.6,0.692,3.4,6.9,10.3,4.9,1.1,0.8,2.6,2.8,19.1,AS,21.4,0.545,0.079,0.374,11.4,23.8,17.5,24.1,1.7,2.3,12.7,26.2,4.1,4.2,8.3,0.166,2.6,1.8,4.4,3.9,2025,4,1,1,0,0,0,0,0,0,5424654,151387957,0,33944954,145963303
110.0,Amen Thompson,22.0,HOU,SF,69.0,42.0,32.2,5.6,10.1,0.557,0.4,1.3,0.275,5.3,8.8,0.599,0.575,2.4,3.6,0.684,2.8,5.4,8.2,3.8,1.4,1.3,2.0,2.4,14.1,"DPOY-5,DEF1",18.7,0.602,0.131,0.354,9.0,18.2,13.5,16.9,2.1,3.6,14.6,17.5,4.1,3.9,8.0,0.172,1.4,2.6,4.1,3.4,2025,2,2,0,0,0,0,0,1,0,9249960,18940560,0,9690600,9690600
282.0,Andre Drummond,31.0,PHI,C,40.0,23.0,18.8,2.9,5.9,0.5,0.1,0.5,0.15,2.9,5.4,0.533,0.506,1.4,2.3,0.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,,16.0,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,0.2,1.0,1.2,0.078,-2.4,-0.8,-3.2,-0.2,2025,13,0,0,0,0,0,0,0,0,5000000,5000000,0,5000000,5000000
456.0,Andre Jackson Jr.,23.0,MIL,SG,67.0,43.0,14.6,1.4,2.9,0.477,0.4,1.1,0.395,1.0,1.8,0.529,0.553,0.2,0.4,0.5,1.0,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,,8.6,0.554,0.386,0.122,7.5,12.5,10.1,10.9,1.7,1.3,21.8,11.9,0.1,1.0,1.2,0.059,-3.6,0.2,-3.4,-0.3,2025,2,0,0,0,0,0,0,0,0,1891857,1891857,0,2221677,0
191.0,Andrew Nembhard,25.0,IND,SG,65.0,65.0,28.9,3.8,8.3,0.458,0.8,2.7,0.291,3.0,5.6,0.538,0.506,1.7,2.1,0.794,0.5,2.8,3.3,5.0,1.2,0.2,1.7,2.3,10.0,,11.7,0.545,0.325,0.252,2.0,10.7,6.4,22.5,2.0,0.5,15.8,16.3,1.1,1.7,2.8,0.071,-2.6,0.3,-2.3,-0.1,2025,3,0,0,0,0,0,0,0,0,2019699,60670179,0,18102000,58650480
69.0,Andrew Wiggins,29.0,MIA,SF,60.0,60.0,30.7,6.3,14.0,0.448,2.2,5.8,0.374,4.1,8.2,0.501,0.526,3.3,4.3,0.763,1.5,3.0,4.5,2.6,1.0,0.8,1.7,1.7,18.0,,16.4,0.566,0.415,0.306,5.1,10.8,7.9,13.5,1.6,2.6,9.4,24.5,1.9,2.1,4.0,0.104,1.2,-0.3,0.9,1.4,2025,11,0,0,0,0,0,0,0,0,26276786,54500001,0,28223215,28223215
53.0,Anfernee Simons,25.0,POR,SG,70.0,70.0,32.7,6.8,16.1,0.426,3.1,8.5,0.363,3.8,7.6,0.496,0.521,2.5,2.8,0.902,0.4,2.3,2.7,4.8,0.9,0.1,2.0,1.7,19.3,,14.9,0.557,0.527,0.172,1.2,8.0,4.5,23.3,1.3,0.2,10.6,24.6,2.9,1.2,4.2,0.087,1.5,-1.5,-0.1,1.1,2025,7,0,0,0,0,0,0,0,0,25892857,53571428,0,27678571,27678571
208.0,Anthony Black,21.0,ORL,PG,78.0,10.0,24.2,3.4,7.9,0.423,0.8,2.5,0.318,2.6,5.4,0.471,0.473,1.9,2.5,0.761,0.7,2.3,2.9,3.1,1.1,0.6,1.8,2.1,9.4,,11.6,0.521,0.315,0.318,3.0,11.4,7.0,19.4,2.3,2.4,16.4,19.6,-0.6,3.0,2.4,0.061,-3.1,1.2,-1.9,0.0,2025,2,0,0,0,0,0,0,0,0,7607760,15578040,0,7970280,7970280
15.0,Anthony Davis,31.0,DAL,C,51.0,51.0,33.5,9.2,17.8,0.516,0.7,2.4,0.282,8.5,15.4,0.553,0.536,5.6,7.2,0.775,2.6,8.9,11.6,3.5,1.2,2.2,2.2,1.9,24.7,AS,26.3,0.588,0.136,0.405,9.1,29.1,19.4,18.3,1.7,6.0,9.5,30.4,3.7,3.0,6.7,0.188,3.9,1.5,5.4,3.2,2025,13,1,1,0,0,0,0,0,0,43219440,155802456,0,54126450,112583016
5.0,Anthony Edwards,23.0,MIN,SG,79.0,79.0,36.3,9.1,20.4,0.447,4.1,10.3,0.395,5.1,10.1,0.501,0.547,5.3,6.3,0.837,0.8,4.9,5.7,4.5,1.2,0.6,3.2,1.9,27.6,"MVP-7,CPOY-3,AS,NBA2",20.1,0.595,0.503,0.308,2.4,14.8,8.7,20.9,1.6,1.7,12.0,31.4,4.6,3.8,8.4,0.14,4.4,0.0,4.3,4.6,2025,5,4,1,0,0,1,0,0,0,42176400,244623120,0,45550512,202446720
507.0,Ariel Hukporti,22.0,NYK,C,25.0,1.0,8.7,0.8,1.2,0.677,0.0,0.0,,0.8,1.2,0.677,0.677,0.2,0.5,0.462,0.6,1.5,2.0,0.4,0.0,0.6,0.8,1.3,1.9,,7.6,0.654,0.0,0.419,7.5,19.4,13.5,6.4,0.2,6.4,36.4,11.6,-0.2,0.3,0.1,0.02,-6.5,0.9,-5.6,-0.2,2025,1,0,0,0,0,0,0,0,0,1064049,1064049,0,1955377,1955377
189.0,Ausar Thompson,22.0,DET,SF,59.0,48.0,22.5,4.2,7.8,0.535,0.2,0.8,0.224,4.0,7.0,0.572,0.547,1.5,2.4,0.641,1.9,3.3,5.1,2.3,1.7,0.7,1.4,2.8,10.1,,17.2,0.568,0.107,0.309,9.3,15.9,12.6,14.4,3.5,2.9,13.3,19.1,1.5,2.4,3.8,0.138,-0.8,2.5,1.7,1.2,2025,2,0,0,0,0,0,0,0,0,8376000,17151000,0,8775000,8775000
49.0,Austin Reaves,26.0,LAL,SG,73.0,73.0,34.9,6.5,14.2,0.46,2.7,7.3,0.377,3.8,6.9,0.547,0.556,4.4,5.0,0.877,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,20.2,,18.1,0.616,0.512,0.353,2.8,11.5,7.3,24.9,1.6,0.8,12.9,23.7,5.6,2.1,7.6,0.144,2.4,-0.5,1.9,2.6,2025,4,0,0,0,0,0,0,0,0,12976362,26913936,0,13937574,13937574
138.0,Ayo Dosunmu,25.0,CHI,SG,46.0,26.0,30.3,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,,12.8,0.585,0.421,0.176,2.0,10.0,6.1,20.2,1.4,1.1,12.5,16.6,1.6,1.0,2.5,0.087,-1.4,-0.2,-1.6,0.1,2025,4,0,0,0,0,0,0,0,0,7000000,14518518,0,7518518,7518518
68.0,Bam Adebayo,27.0,MIA,C,78.0,78.0,34.3,6.9,14.3,0.485,1.0,2.8,0.357,5.9,11.4,0.517,0.521,3.2,4.2,0.765,2.4,7.2,9.6,4.3,1.3,0.7,2.1,2.1,18.1,DPOY-10,18.9,0.561,0.199,0.295,7.7,23.1,15.5,20.0,1.8,1.9,11.4,23.5,3.5,4.0,7.5,0.135,1.0,1.0,2.0,2.7,2025,8,1,0,0,0,0,0,0,0,34848340,173269456,0,37096620,138421116
446.0,Baylor Scheierman,24.0,BOS,SG,31.0,2.0,12.4,1.3,3.5,0.355,0.8,2.6,0.317,0.4,0.9,0.464,0.473,0.3,0.4,0.75,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,,10.3,0.49,0.745,0.109,5.4,13.0,9.2,11.3,2.2,0.5,9.4,14.5,0.2,0.5,0.7,0.089,-2.5,0.8,-1.7,0.0,2025,1,0,0,0,0,0,0,0,0,2494320,10191353,0,2619000,7697033
372.0,Ben Sheppard,23.0,IND,SG,63.0,9.0,19.5,1.9,4.6,0.418,1.1,3.2,0.342,0.8,1.4,0.591,0.537,0.4,0.4,0.889,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,5.3,,9.2,0.555,0.693,0.094,4.0,12.0,8.0,8.6,1.5,1.0,6.9,11.3,1.0,1.0,2.1,0.081,-2.2,0.2,-2.0,0.0,2025,2,0,0,0,0,0,0,0,0,2663880,5454600,0,2790720,2790720
88.0,Bennedict Mathurin,22.0,IND,SF,72.0,49.0,29.8,5.4,11.8,0.458,1.4,4.0,0.34,4.1,7.8,0.519,0.516,3.8,4.6,0.831,1.2,4.1,5.3,1.9,0.7,0.3,1.9,2.3,16.1,,13.6,0.579,0.338,0.389,4.6,15.2,9.9,8.8,1.1,1.0,11.9,22.8,1.3,1.8,3.0,0.068,-1.3,-1.5,-2.9,-0.5,2025,3,0,0,0,0,0,0,0,0,7245720,16433293,0,9187573,9187573
137.0,Bilal Coulibaly,20.0,WAS,SF,59.0,59.0,33.0,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,,10.8,0.515,0.359,0.296,4.8,10.9,7.8,14.9,1.9,1.9,15.1,17.9,-0.6,0.9,0.3,0.008,-3.0,-0.7,-3.7,-0.8,2025,2,0,0,0,0,0,0,0,0,6945240,14220840,0,7275600,7275600
444.0,Blake Wesley,21.0,SAS,SG,58.0,0.0,11.8,1.4,3.2,0.435,0.3,1.0,0.293,1.1,2.2,0.5,0.481,0.7,1.1,0.623,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,3.7,,9.9,0.51,0.312,0.328,2.7,6.9,4.8,22.3,2.6,0.8,20.2,16.7,-0.3,0.4,0.2,0.011,-3.9,-0.3,-4.2,-0.4,2025,3,0,0,0,0,0,0,0,0,2624280,7350608,0,4726328,4726328
508.0,Bobi Klintman,21.0,DET,SF,8.0,0.0,5.3,0.8,1.3,0.6,0.3,0.6,0.4,0.5,0.6,0.8,0.7,0.1,0.3,0.5,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1.0,1.9,,15.9,0.689,0.5,0.2,2.7,15.7,9.2,22.5,2.3,2.3,8.4,11.9,0.1,0.1,0.2,0.208,-1.0,1.9,1.0,0.0,2025,1,0,0,0,0,0,0,0,0,1257153,3212530,0,1955377,1955377
165.0,Bogdan Bogdanović,32.0,LAC,SG,54.0,4.0,25.0,3.9,9.1,0.427,1.9,5.4,0.363,1.9,3.8,0.517,0.534,1.1,1.2,0.879,0.4,2.5,2.9,2.7,0.8,0.2,1.4,2.4,10.8,,11.1,0.559,0.587,0.134,2.0,11.2,6.6,15.2,1.5,0.8,12.4,18.7,0.7,1.2,1.9,0.069,-1.8,-0.2,-2.0,0.0,2025,8,0,0,0,0,0,0,0,0,17260000,33280000,0,16020000,16020000
78.0,Bradley Beal,31.0,PHO,SG,53.0,38.0,32.1,6.5,13.1,0.497,1.9,5.0,0.386,4.6,8.1,0.565,0.571,2.1,2.6,0.803,0.6,2.7,3.3,3.7,1.1,0.5,1.9,2.6,17.0,,15.2,0.598,0.38,0.197,2.3,9.1,5.8,17.6,1.7,1.5,11.6,22.1,1.9,0.6,2.4,0.068,-0.1,-1.0,-1.1,0.4,2025,13,0,0,0,0,0,0,0,0,50203930,103870200,0,53666270,53666270
151.0,Brandin Podziemski,21.0,GSW,SG,64.0,33.0,26.8,4.4,9.8,0.445,1.8,4.8,0.372,2.6,5.0,0.516,0.537,1.1,1.5,0.758,1.0,4.1,5.1,3.4,1.1,0.2,1.2,1.5,11.7,,14.4,0.557,0.491,0.151,4.0,16.8,10.2,18.7,2.0,0.7,10.1,18.3,1.9,2.3,4.2,0.117,-0.1,0.8,0.7,1.2,2025,2,0,0,0,0,0,0,0,0,3519960,7207920,0,3687960,3687960
256.0,Brandon Clarke,28.0,MEM,PF,64.0,18.0,18.9,3.7,5.9,0.621,0.0,0.3,0.059,3.7,5.7,0.647,0.622,1.0,1.4,0.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,,17.6,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2.0,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0.0,0.8,0.8,0.9,2025,6,0,0,0,0,0,0,0,0,12500000,37500000,0,12500000,25000000
34.0,Brandon Ingram,27.0,NOP,SF,18.0,18.0,33.1,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,,16.0,0.56,0.345,0.165,3.0,15.5,9.1,26.8,1.3,1.8,16.2,30.2,-0.2,0.2,0.0,0.001,1.4,-1.7,-0.3,0.3,2025,9,0,0,0,0,0,0,0,0,36016200,114111438,0,38095238,78095238
44.0,Brandon Miller,22.0,CHO,SF,27.0,27.0,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,,14.0,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0.0,0.4,2025,2,0,0,0,0,0,0,0,0,11424600,23393400,0,11968800,11968800
164.0,Brice Sensabaugh,21.0,UTA,SF,71.0,15.0,20.2,3.9,8.4,0.459,2.2,5.2,0.422,1.7,3.2,0.52,0.59,0.9,1.0,0.89,0.6,2.4,3.0,1.5,0.6,0.1,1.5,1.6,10.9,,13.4,0.612,0.621,0.122,3.2,12.6,7.9,12.0,1.5,0.5,14.5,21.5,0.9,0.3,1.2,0.042,0.4,-1.6,-1.2,0.3,2025,2,0,0,0,0,0,0,0,0,2571480,5265240,0,2693760,2693760
491.0,Bronny James,20.0,LAL,SG,27.0,1.0,6.7,0.8,2.5,0.313,0.3,1.2,0.281,0.4,1.3,0.343,0.381,0.4,0.5,0.786,0.1,0.5,0.7,0.8,0.3,0.1,0.5,0.5,2.3,,7.1,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-0.3,0.2,-0.2,-0.043,-5.9,-1.3,-7.2,-0.2,2025,1,0,0,0,0,0,0,0,0,1157153,3112530,0,1955377,1955377
198.0,Bub Carrington,19.0,WAS,PG,82.0,57.0,30.0,3.7,9.1,0.401,1.7,5.0,0.339,2.0,4.2,0.475,0.493,0.8,1.0,0.812,0.4,3.8,4.2,4.4,0.7,0.3,1.7,2.3,9.8,,9.0,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1.0,0.8,15.2,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,2025,1,0,0,0,0,0,0,0,0,4454880,9132480,0,4677600,4677600
156.0,Buddy Hield,32.0,GSW,SG,82.0,22.0,22.7,4.0,9.6,0.417,2.5,6.7,0.37,1.5,2.9,0.527,0.546,0.6,0.8,0.828,0.6,2.6,3.2,1.6,0.8,0.3,1.1,1.6,11.1,,12.3,0.56,0.698,0.081,2.9,12.7,7.6,10.7,1.8,1.2,10.1,20.5,0.6,2.2,2.8,0.073,-0.7,-0.3,-1.0,0.5,2025,9,0,0,0,0,0,0,0,0,8780488,27658536,0,9219512,18878048
42.0,CJ McCollum,33.0,NOP,PG,56.0,56.0,32.7,7.9,17.9,0.444,3.1,8.2,0.373,4.9,9.7,0.505,0.53,2.2,3.1,0.717,0.8,3.0,3.8,4.1,0.8,0.4,1.9,2.2,21.1,,15.8,0.55,0.459,0.173,2.4,10.3,6.2,20.6,1.2,1.3,9.0,27.2,1.3,0.2,1.5,0.038,1.2,-2.6,-1.4,0.3,2025,12,0,0,0,0,0,0,0,0,33333333,63999999,0,30666666,30666666
9.0,Cade Cunningham,23.0,DET,PG,70.0,70.0,35.0,9.8,20.8,0.469,2.1,6.0,0.356,7.6,14.8,0.515,0.521,4.5,5.3,0.846,0.8,5.3,6.1,9.1,1.0,0.8,4.4,2.8,26.1,"MVP-7,AS,NBA3",20.6,0.565,0.287,0.254,2.5,16.5,9.6,43.0,1.4,2.1,16.0,33.2,3.0,2.9,5.9,0.115,3.8,0.1,3.9,3.7,2025,4,3,1,0,0,0,1,0,0,13940809,238178959,0,38661750,224238150
265.0,Caleb Martin,29.0,DAL,SF,45.0,24.0,27.1,2.9,6.8,0.424,0.8,2.3,0.359,2.0,4.5,0.458,0.485,1.4,2.2,0.622,1.2,2.8,3.9,2.1,1.0,0.5,1.2,1.9,7.9,,9.6,0.513,0.339,0.322,4.8,11.7,8.2,10.7,1.9,1.8,13.9,14.4,0.0,0.7,0.6,0.025,-2.9,-0.2,-3.2,-0.4,2025,6,0,0,0,0,0,0,0,0,9186594,28782131,0,9594044,19595537
534.0,Cam Christie,19.0,LAC,SG,13.0,0.0,4.5,0.5,1.8,0.292,0.2,1.0,0.154,0.4,0.8,0.455,0.333,0.2,0.3,0.5,0.2,0.7,0.9,0.5,0.4,0.1,0.2,0.3,1.4,,9.1,0.349,0.542,0.167,5.8,17.0,11.5,13.7,4.2,1.7,7.2,20.5,-0.1,0.1,0.0,-0.005,-5.5,3.0,-2.5,0.0,2025,1,0,0,0,0,0,0,0,0,1157153,3112530,0,1955377,1955377
211.0,Cam Whitmore,20.0,HOU,SF,51.0,3.0,16.2,3.5,7.9,0.444,1.3,3.6,0.355,2.2,4.3,0.518,0.525,1.1,1.4,0.75,0.7,2.3,3.0,1.0,0.6,0.3,0.9,0.9,9.4,,15.5,0.549,0.454,0.179,4.5,15.1,9.7,8.9,1.8,1.4,9.6,23.9,0.6,1.2,1.8,0.106,0.7,-0.4,0.3,0.5,2025,2,0,0,0,0,0,0,0,0,3379080,6918840,0,3539760,3539760
60.0,Cameron Johnson,28.0,BRK,PF,57.0,57.0,31.6,6.2,13.1,0.475,2.8,7.2,0.39,3.4,5.9,0.578,0.582,3.5,3.9,0.893,0.9,3.4,4.3,3.4,0.9,0.4,1.7,1.8,18.8,,18.2,0.632,0.546,0.301,3.3,12.8,7.8,18.5,1.5,1.4,10.5,22.9,3.8,1.3,5.1,0.137,3.5,-0.4,3.1,2.3,2025,6,0,0,0,0,0,0,0,0,22500000,65543478,0,20543478,43043478
253.0,Cason Wallace,21.0,OKC,SG,68.0,43.0,27.6,3.4,7.2,0.474,1.1,3.1,0.356,2.3,4.1,0.562,0.55,0.4,0.5,0.811,1.0,2.3,3.4,2.5,1.8,0.5,0.9,2.1,8.4,,12.3,0.562,0.425,0.076,4.1,8.8,6.5,11.5,3.1,1.9,10.5,12.8,1.8,3.4,5.2,0.133,-1.5,2.6,1.0,1.5,2025,2,0,0,0,0,0,0,0,0,5555880,11376120,0,5820240,5820240
95.0,Chet Holmgren,22.0,OKC,C,32.0,32.0,27.4,5.2,10.7,0.49,1.4,3.6,0.379,3.8,7.0,0.547,0.554,3.2,4.2,0.754,1.5,6.5,8.0,2.0,0.7,2.2,1.8,2.3,15.0,,19.2,0.599,0.34,0.393,6.0,25.0,15.7,9.7,1.3,8.2,12.3,22.0,1.1,2.0,3.2,0.173,0.5,1.9,2.4,1.0,2025,2,0,0,0,0,0,0,0,0,10880640,24612008,0,13731368,13731368
90.0,Christian Braun,23.0,DEN,SG,79.0,77.0,33.9,6.0,10.4,0.58,1.1,2.8,0.397,4.9,7.6,0.648,0.634,2.2,2.7,0.827,1.2,3.9,5.2,2.6,1.1,0.5,1.0,2.2,15.4,,16.0,0.665,0.273,0.261,4.2,12.2,8.4,10.1,1.5,1.2,8.1,15.8,6.2,1.9,8.0,0.144,0.8,-0.5,0.3,1.6,2025,3,0,0,0,0,0,0,0,0,3089640,8011437,0,4921797,4921797
348.0,Chuma Okeke,26.0,CLE,PF,9.0,3.0,21.8,2.2,4.4,0.5,1.2,3.1,0.393,1.0,1.3,0.75,0.638,0.2,0.3,0.667,2.3,2.9,5.2,1.7,0.6,0.4,0.3,0.6,5.9,,15.3,0.641,0.7,0.075,11.7,15.5,13.5,10.5,1.3,2.0,6.8,9.8,0.5,0.1,0.6,0.145,1.6,-1.8,-0.2,0.1,2025,5,0,0,0,0,0,0,0,0,119972,119972,1,2546675,0
47.0,Coby White,24.0,CHI,SG,74.0,73.0,33.1,6.9,15.1,0.453,2.9,7.9,0.37,3.9,7.3,0.544,0.55,3.7,4.1,0.902,0.3,3.4,3.7,4.5,0.9,0.2,2.4,2.1,20.4,,15.5,0.601,0.521,0.274,1.1,10.4,5.8,19.5,1.3,0.6,12.4,24.4,3.0,1.5,4.5,0.088,0.5,-1.4,-0.9,0.7,2025,6,0,0,0,0,0,0,0,0,12000000,24888889,0,12888889,12888889
